Year,County,AEA,District,District Name,Diploma Count,Private 4-Year,Public 4-Year,Community College,Private 2-Year,Other Training,Employment,Homemaker,Military,Unknown
2003-2004,62,15,5013,Oskaloosa Comm School District,200,30,41,74,0,8,13,4,8,22
2003-2004,90,15,5049,Ottumwa Comm School District,279,23,28,111,1,18,35,1,11,51
2003-2004,39,11,5121,Panorama Comm School District,57,8,14,23,0,1,3,0,0,8
2003-2004,12,267.00,5130,Parkersburg Comm School District,75,13,23,31,0,6,1,0,1,0
2003-2004,37,8.00,5139,Paton-Churdan Comm School District,16,0,1,11,0,1,2,0,1,0
2003-2004,50,11,5160,PCM Comm School District,80,23,11,28,0,5,8,0,2,3
2003-2004,54,15,5163,Pekin Comm School District,49,7,6,23,0,3,2,1,1,6
2003-2004,63,11,5166,Pella Comm School District,172,59,48,41,6,4,13,0,0,1
2003-2004,25,11,5184,Perry Comm School District,140,16,23,44,1,12,27,5,9,3
2003-2004,82,09,5250,Pleasant Valley Comm School District,254,41,102,65,6,0,18,0,4,18
2003-2004,63,11,5256,Pleasantville Comm School District,66,11,10,23,4,4,12,0,1,1
2003-2004,76,8.00,5283,Pocahontas Area Comm School District,77,9,20,28,1,9,5,0,3,2
2003-2004,13,8.00,5301,Pomeroy-Palmer Comm School District,35,1,2,28,1,0,1,0,0,2
2003-2004,03,01,5310,Postville Comm School District,48,13,9,23,1,0,2,0,0,0
2003-2004,94,8.00,5325,Prairie Valley Comm School District,68,9,11,37,2,1,7,0,1,0
2003-2004,02,14,5328,Prescott Comm School District,0,0,0,0,0,0,0,0,0,0
2003-2004,49,09,5337,Preston  Comm School District,35,8,2,12,2,0,6,1,0,4
2003-2004,69,14,5463,Red Oak Comm School District,85,14,16,30,0,14,6,0,4,1
2003-2004,75,12,5486,Remsen-Union Comm School District,24,1,9,10,0,1,1,0,0,2
2003-2004,45,01,5508,Riceville Comm School District,37,7,7,16,0,1,5,0,0,1
2003-2004,78,13,5510,Riverside Comm School District,74,7,21,23,2,6,5,0,7,3
2003-2004,84,04,5607,Rock Valley Comm School Dist,38,9,10,13,1,3,2,0,0,0
2003-2004,17,267.00,5616,Rockwell-Swaledale Comm School District,34,4,4,25,0,0,0,0,0,1
2003-2004,13,8.00,5625,Rockwell City-Lytton Comm School District,40,7,4,25,3,0,0,0,1,0
2003-2004,85,11,5643,Roland-Story Comm School District,84,12,27,18,5,3,19,0,0,0
2003-2004,34,267.00,5697,Rudd-Rockford-Marble Rk Comm School District,55,3,11,32,0,4,3,0,2,0
2003-2004,59,15,5715,Russell Comm School District,7,1,0,4,0,1,0,0,1,0
2003-2004,74,8.00,5724,Ruthven-Ayrshire Comm School District,24,2,3,14,2,0,3,0,0,0
2003-2004,81,8.00,5742,Sac Comm School District,31,7,8,9,0,1,3,0,2,1
2003-2004,66,267.00,5751,St Ansgar Comm School District,59,8,15,28,1,0,3,0,1,3
2003-2004,77,11,5805,Saydel Comm School District,104,18,9,29,2,0,34,0,5,7
2003-2004,81,8.00,5823,Schaller-Crestland Comm School District,38,9,8,12,0,5,3,0,0,1
2003-2004,24,12,5832,Schleswig Comm School District,0,0,0,0,0,0,0,0,0,0
2003-2004,55,8.00,5868,Sentral ,28,8,4,13,0,1,0,0,1,1
2003-2004,97,12,5877,Sergeant Bluff-Luton Comm School District,75,23,18,21,0,4,3,0,6,0
2003-2004,93,15,5895,Seymour Comm School District,20,3,2,10,0,1,1,0,1,2
2003-2004,35,267.00,5922,Sheffield-Chapin Comm School District,50,4,14,23,0,0,7,0,2,0
2003-2004,71,04,5949,Sheldon Comm School District,96,18,21,42,0,3,1,0,5,6
2003-2004,73,13,5976,Shenandoah Comm School District,61,14,16,15,3,2,7,0,4,0
2003-2004,72,04,5994,Sibley-Ocheyedan Comm School District,77,11,24,21,0,5,6,0,2,8
2003-2004,36,13,6003,Sidney Comm School District,21,5,6,7,0,0,1,0,1,1
2003-2004,54,15,6012,Sigourney Comm School District,50,6,5,19,1,3,11,0,5,0
2003-2004,84,04,6030,Sioux Center Comm School District,68,19,15,16,0,5,9,0,0,4
2003-2004,11,8.00,6035,Sioux Central Comm School District,44,3,18,13,0,5,2,0,3,0
2003-2004,97,12,6039,Sioux City Comm School District,908,123,300,202,33,45,54,4,36,111
2003-2004,13,8.00,6091,Southern Cal Comm School District,53,6,9,25,1,2,6,0,1,3
2003-2004,21,8.00,6092,South Clay Comm School District,0,0,0,0,0,0,0,0,0,0
2003-2004,52,10,6093,Solon Comm School District,88,7,22,46,1,4,3,0,3,2
2003-2004,91,11,6094,Southeast Warren Comm School District,40,10,6,14,1,5,2,0,2,0
2003-2004,40,8.00,6095,South Hamilton Comm School District,60,17,12,14,3,0,8,0,2,4
2003-2004,94,8.00,6096,Southeast Webster Comm School District,51,4,8,16,0,2,20,0,0,1
2003-2004,73,13,6097,South Page Comm School District,19,2,6,5,0,1,5,0,0,0
2003-2004,86,267.00,6098,South Tama County Comm School District,112,20,25,44,0,4,15,0,1,3
2003-2004,71,04,6099,South O'Brien Community School District,56,20,10,21,0,2,0,0,2,1
2003-2004,96,01,6100,South Winneshiek Comm School District,77,22,9,38,0,0,5,0,0,3
2003-2004,77,11,6101,Southeast Polk Comm School District,370,75,45,20,159,32,28,0,11,0
2003-2004,21,8.00,6102,Spencer Comm School District,165,26,49,55,0,1,15,0,5,14
2003-2004,30,8.00,6120,Spirit Lake Comm School District,93,11,39,34,1,2,3,0,3,0
2003-2004,57,10,6138,Springville Comm School District,28,2,7,8,1,2,1,0,3,4
2003-2004,69,14,6165,Stanton Comm School District,26,6,7,7,3,2,1,0,0,0
2003-2004,22,01,6175,Starmont Comm School District,56,10,10,23,0,0,8,0,5,0
2003-2004,11,8.00,6219,Storm Lake Comm School District,150,21,35,54,5,5,21,0,2,7
2003-2004,40,8.00,6246,Stratford Comm School District,0,0,0,0,0,0,0,0,0,0
2003-2004,39,11,6264,West Central Valley Comm School District,59,9,6,16,4,3,20,0,1,0
2003-2004,09,267.00,6273,Sumner Comm School District,47,8,7,28,0,1,1,0,0,2
2003-2004,30,8.00,6345,Terril Comm School District,13,1,3,6,0,0,2,0,1,0
2003-2004,16,10,6408,Tipton Comm School District,59,1,18,22,0,3,7,0,1,7
2003-2004,55,8.00,6417,Titonka Consolidated School District,0,0,0,0,0,0,0,0,0,0
2003-2004,78,13,6453,Treynor Comm School District,45,9,22,11,0,0,3,0,0,0
2003-2004,78,13,6460,Tri-Center Comm School District,51,9,9,23,0,3,2,0,4,1
2003-2004,54,15,6462,Tri-County Comm School District,25,0,3,16,1,1,2,1,1,0
2003-2004,09,267.00,6471,Tripoli Comm School District,45,4,14,23,0,0,2,0,2,0
2003-2004,33,01,6509,Turkey Valley Comm School District,47,12,12,17,0,1,4,0,1,0
2003-2004,63,11,6512,Twin Cedars Comm School District,30,1,3,18,0,0,7,0,1,0
2003-2004,46,8.00,6516,Twin Rivers Comm School District,34,1,0,25,1,2,2,0,3,0
2003-2004,78,13,6534,Underwood Comm School District,54,12,17,12,3,2,5,0,3,0
2003-2004,07,267.00,6536,Union Comm School District,89,11,19,42,0,2,2,0,4,9
2003-2004,08,11,6561,United Comm School District,0,0,0,0,0,0,0,0,0,0
2003-2004,77,11,6579,Urbandale Comm School District,322,45,107,95,2,6,20,0,5,42
2003-2004,33,01,6591,Valley Comm School District,46,9,12,13,0,0,6,1,2,3
2003-2004,89,15,6592,Van Buren Comm School District,69,8,8,32,0,1,13,0,3,4
2003-2004,25,11,6615,Van Meter Comm School District,33,7,7,12,1,2,2,0,2,0
2003-2004,17,267.00,6633,Ventura Comm School District,30,1,5,13,0,4,5,0,2,0
2003-2004,69,14,6651,Villisca Comm School District,25,2,3,17,1,0,1,0,1,0
2003-2004,06,10,6660,Vinton-Shellsburg Comm School District,118,16,21,41,3,6,14,0,8,9
2003-2004,44,16,6700,Waco Comm School District,41,9,8,5,13,0,3,0,3,0
2003-2004,81,8.00,6741,Wall Lake View Auburn Comm School District,39,7,11,11,0,4,6,0,0,0
2003-2004,78,13,6750,Walnut Comm School District,25,5,5,6,0,3,5,0,1,0
2003-2004,58,16,6759,Wapello Comm School District,52,3,6,31,0,1,3,0,0,8
2003-2004,09,267.00,6762,Wapsie Valley Comm School District,61,0,20,35,0,1,3,0,2,0
2003-2004,92,10,6768,Washington Comm School District,113,29,15,39,1,7,20,0,1,1
2003-2004,07,267.00,6795,Waterloo Comm School District,605,34,171,215,14,9,27,0,29,106
2003-2004,25,11,6822,Waukee Comm School District,181,28,72,44,2,0,12,0,7,16
2003-2004,09,267.00,6840,Waverly-Shell Rock Comm School District,206,34,44,82,0,11,30,0,1,4
2003-2004,93,15,6854,Wayne Comm School District,62,4,12,24,0,8,14,0,0,0
2003-2004,40,8.00,6867,Webster City Comm School District,144,14,28,64,5,7,14,1,4,7
2003-2004,74,8.00,6921,West Bend-Mallard Comm School District,43,4,13,22,0,2,0,0,2,0
2003-2004,16,10,6930,West Branch Comm School District,56,3,7,33,2,4,5,0,1,1
2003-2004,29,16,6937,West Burlington Ind School District,49,4,6,31,0,2,1,0,3,2
2003-2004,33,01,6943,West Central Comm School District,28,4,4,16,0,1,3,0,0,0
2003-2004,28,01,6950,West Delaware County Comm School District,161,36,31,59,4,11,5,3,3,9
2003-2004,77,11,6957,West Des Moines Comm School District,608,117,265,120,0,9,32,0,9,56
2003-2004,31,01,6961,Western Dubuque Comm School District,297,0,31,51,0,0,29,0,8,178
2003-2004,43,13,6969,West Harrison Comm School District,31,8,3,8,3,0,8,0,1,0
2003-2004,70,09,6975,West Liberty Comm School District,73,6,14,31,3,3,13,2,1,0
2003-2004,60,04,6983,West Lyon Comm School District,51,11,14,19,0,0,5,0,0,2
2003-2004,64,267.00,6985,West Marshall Comm School District,61,4,12,36,1,3,4,0,0,1
2003-2004,67,12,6987,West Monona Comm School District,42,4,12,14,0,3,3,1,2,3
2003-2004,84,04,6990,West Sioux Comm School District,51,3,18,14,0,2,12,0,2,0
2003-2004,97,12,6992,Westwood Comm School District,72,10,16,29,0,5,10,0,2,0
2003-2004,67,12,7002,Whiting Comm School District,29,6,6,15,0,0,0,0,1,1
2003-2004,48,10,7029,Williamsburg Comm School District,86,27,18,28,7,1,2,0,2,1
2003-2004,70,09,7038,Wilton Comm School District,54,2,9,34,0,4,5,0,0,0
2003-2004,44,16,7047,Winfield-Mt Union Comm School District,38,5,3,24,0,0,0,0,1,5
2003-2004,61,11,7056,Winterset Comm School District,126,19,27,38,7,8,16,0,2,9
2003-2004,41,267.00,7083,Woden-Crystal Lake Comm School District,26,2,6,10,4,0,4,0,0,0
2003-2004,43,13,7092,Woodbine Comm School District,40,4,12,13,1,2,3,0,5,0
2003-2004,97,12,7098,Woodbury Central Comm School District,52,7,16,20,0,5,2,0,2,0
2003-2004,25,11,7110,Woodward-Granger Comm School District,55,13,11,19,1,3,5,0,0,3
2002-2003,42.00,6.00,9.00,AGWSR Comm School District,80,9,23,33,5,2,5,1,0,2
2002-2003,39.00,11.00,18.00,Adair-Casey Comm School District,35,7,6,12,2,0,2,0,2,4
2002-2003,25.00,11.00,27.00,Adel-Desoto-Minburn Comm School District,115,19,35,30,5,6,12,1,7,0
2002-2003,75.00,12.00,63.00,Akron Westfield Comm School District,53,9,19,18,0,1,3,0,0,3
2002-2003,11.00,5.00,72.00,Albert City-Truesdale Comm School District,19,6,3,9,0,0,1,0,0,0
2002-2003,68.00,15.00,81.00,Albia Comm School District,96,16,17,41,1,2,8,0,2,9
2002-2003,57.00,10.00,99.00,Alburnett Comm School District,49,12,8,25,2,1,1,0,0,0
2002-2003,42.00,6.00,108.00,Alden Comm. School District,33,0,9,13,1,1,3,0,3,3
2002-2003,55.00,3.00,126.00,Algona Comm School District,141,23,27,51,1,4,11,0,7,17
2002-2003,3.00,1.00,135.00,Allamakee Comm School District,128,18,24,53,5,2,15,0,10,1
2002-2003,12.00,7.00,153.00,Allison-Bristow Comm School District,27,6,3,13,1,0,4,0,0,0
2002-2003,11.00,5.00,171.00,Alta Comm School District,48,8,12,22,0,1,4,0,1,0
2002-2003,85.00,11.00,225.00,Ames Comm School District,365,51,196,49,0,2,3,0,5,59
2002-2003,53.00,10.00,234.00,Anamosa Comm School District,90,18,14,37,4,4,8,0,1,4
2002-2003,49.00,9.00,243.00,Andrew Comm School District,45,5,12,12,3,1,2,0,7,3
2002-2003,15.00,13.00,252.00,Anita Comm School District,23,5,3,7,1,0,4,0,3,0
2002-2003,77.00,11.00,261.00,Ankeny Comm School District,397,47,166,129,3,7,8,0,9,28
2002-2003,97.00,12.00,270.00,Anthon-Oto Comm School District,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002-2003,12.00,7.00,279.00,Aplington Comm School District,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002-2003,32.00,3.00,333.00,Armstrong-Ringsted Comm School District,29,2,9,14,0,1,3,0,0,0
2002-2003,24.00,12.00,355.00,Ar-We-Va Comm School District,34,5,9,12,0,0,6,0,1,1
2002-2003,15.00,13.00,387.00,Atlantic Comm School District,133,23,33,50,5,5,6,0,6,5
2002-2003,5.00,11.00,414.00,Audubon Comm School District,65,8,15,25,2,2,7,0,4,2
2002-2003,18.00,12.00,423.00,Aurelia Comm School District,33,7,8,15,2,0,1,0,0,0
2002-2003,78.00,13.00,441.00,A-H-S-T Comm School District,57,3,21,15,0,2,1,0,3,12
2002-2003,85.00,11.00,472.00,Ballard Comm School District,92,15,18,40,2,8,6,0,3,0
2002-2003,47.00,12.00,504.00,Battle Creek-Ida Grove Comm School District,65,12,23,7,1,4,15,0,1,2
2002-2003,50.00,11.00,513.00,Baxter Comm School District,26,2,4,13,2,3,0,0,0,2
2002-2003,38.00,6.00,540.00,BCLUW Comm School District,48,8,9,22,1,0,7,0,0,1
2002-2003,87.00,14.00,549.00,Bedford Comm School District,53,2,21,7,0,11,5,0,4,3
2002-2003,6.00,10.00,576.00,Belle Plaine Comm School District,56,5,7,25,2,4,9,0,3,1
2002-2003,49.00,9.00,585.00,Bellevue Comm School District,46,12,5,14,0,1,8,0,2,4
2002-2003,99.00,2.00,594.00,Belmond-Klemme Comm School District,75,12,12,32,1,4,13,0,1,0
2002-2003,16.00,9.00,603.00,Bennett Comm School District,19,6,5,5,0,0,1,0,0,2
2002-2003,6.00,10.00,609.00,Benton Comm School District,139,21,22,69,4,2,6,0,2,13
2002-2003,82.00,9.00,621.00,Bettendorf Comm School District,352,72,137,89,2,8,10,0,10,24
2002-2003,90.00,15.00,657.00,Eddyville-Blakesburg Comm School District,84,5,20,42,0,3,6,2,0,6
2002-2003,77.00,11.00,720.00,Bondurant-Farrar Comm School District,53,10,17,12,2,4,3,0,2,3
2002-2003,8.00,11.00,729.00,Boone Comm School District,200,22,62,59,1,1,45,3,3,4
2002-2003,84.00,4.00,747.00,Boyden-Hull Comm School District,36,0,21,11,0,3,1,0,0,0
2002-2003,41.00,2.00,819.00,West Hancock Comm School District,64,14,15,20,0,4,5,0,4,2
2002-2003,79.00,6.00,846.00,Brooklyn-Guernsey-Malcom Comm School District,41,7,8,14,1,0,5,0,3,3
2002-2003,95.00,2.00,873.00,North Iowa Comm School District,58,15,3,30,0,6,2,0,1,1
2002-2003,29.00,16.00,882.00,Burlington Comm School District,315,20,51,162,1,9,15,0,14,43
2002-2003,15.00,13.00,914.00,C and M Comm School District,20,5,3,7,1,1,1,0,0,2
2002-2003,35.00,2.00,916.00,Cal Comm School District,36,2,9,16,4,0,2,0,1,2
2002-2003,23.00,9.00,918.00,Calamus-Wheatland Comm School District,37,5,7,12,4,0,6,0,3,0
2002-2003,23.00,9.00,936.00,Camanche Comm School District,61,6,14,18,1,8,5,0,4,5
2002-2003,90.00,15.00,977.00,Cardinal Comm School District,48,2,5,24,0,0,7,3,3,4
2002-2003,91.00,11.00,981.00,Carlisle Comm School District,94,15,17,22,3,5,10,0,3,19
2002-2003,14.00,11.00,999.00,Carroll Comm School District,133,11,38,43,6,1,21,0,4,9
2002-2003,7.00,7.00,1044.00,Cedar Falls Comm School District,405,30,163,110,5,11,12,0,15,59
2002-2003,57.00,10.00,1053.00,Cedar Rapids Comm School District,1091,184,286,382,18,38,56,2,35,90
2002-2003,57.00,10.00,1062.00,Center Point-Urbana Comm School District,77,17,11,35,0,5,7,0,2,0
2002-2003,4.00,15.00,1071.00,Centerville Comm School District,131,6,23,62,2,5,33,0,0,0
2002-2003,56.00,16.00,1079.00,Central Lee Comm School District,86,8,17,45,2,0,11,0,3,0
2002-2003,22.00,1.00,1080.00,Central Comm School District,49,14,4,22,0,2,6,0,1,0
2002-2003,23.00,9.00,1082.00,Central Clinton Comm School District,152,12,33,63,0,10,26,2,4,2
2002-2003,57.00,10.00,1089.00,Central City Comm School District,35,5,6,11,0,2,6,0,5,0
2002-2003,27.00,14.00,1093.00,Central Decatur Comm School District,60,11,9,19,4,4,13,0,0,0
2002-2003,60.00,4.00,1095.00,Central Lyon Comm School District,54,11,18,7,6,0,5,0,1,6
2002-2003,59.00,15.00,1107.00,Chariton Comm School District,93,10,16,25,1,1,17,0,5,18
2002-2003,34.00,2.00,1116.00,Charles City Comm School District,139,16,25,41,3,7,12,1,11,23
2002-2003,24.00,12.00,1134.00,Charter Oak-Ute Comm School District,26,6,3,11,0,1,5,0,0,0
2002-2003,18.00,12.00,1152.00,Cherokee Comm School Dist,94,7,35,32,2,0,9,0,5,4
2002-2003,73.00,13.00,1197.00,Clarinda Community   School District,109,22,20,27,2,10,9,0,6,13
2002-2003,99.00,5.00,1206.00,Clarion-Goldfield Comm School District,55,7,10,18,1,0,3,0,1,15
2002-2003,20.00,14.00,1211.00,Clarke Comm School District,109,15,29,38,3,4,12,1,4,3
2002-2003,12.00,7.00,1215.00,Clarksville Comm School District,28,0,4,10,1,1,7,0,1,4
2002-2003,21.00,3.00,1218.00,Clay Central-Everly Comm School District,36,6,5,18,0,0,2,0,1,4
2002-2003,52.00,10.00,1221.00,Clear Creek-Amana Comm School District,75,17,16,27,0,3,7,0,1,4
2002-2003,87.00,14.00,1224.00,Clearfield Comm School District,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002-2003,17.00,2.00,1233.00,Clear Lake Comm School District,117,18,39,41,2,6,4,0,2,5
2002-2003,23.00,9.00,1278.00,Clinton Comm School District,311,30,71,125,5,14,48,0,16,2
2002-2003,50.00,11.00,1332.00,Colfax-Mingo Comm School District,57,6,11,19,2,3,5,0,1,10
2002-2003,57.00,10.00,1337.00,College Comm School District,201,21,50,96,0,0,13,0,13,8
2002-2003,85.00,11.00,1350.00,Collins-Maxwell Comm School District,45,10,7,17,1,3,2,0,3,2
2002-2003,85.00,11.00,1359.00,Colo-Nesco Comm School District,43,6,6,26,2,0,2,0,1,0
2002-2003,58.00,9.00,1368.00,Columbus Comm School District,42,5,4,23,0,0,6,0,0,4
2002-2003,14.00,11.00,1413.00,Coon Rapids-Bayard Comm School District,44,2,12,15,5,0,7,0,1,2
2002-2003,2.00,14.00,1431.00,Corning Comm School District,47,5,12,23,3,0,2,0,1,1
2002-2003,41.00,2.00,1449.00,Corwith-Wesley Comm School District,19,0,7,6,1,1,2,0,1,1
2002-2003,78.00,13.00,1476.00,Council Bluffs Comm School District,577,50,108,198,15,44,66,1,18,77
2002-2003,88.00,14.00,1503.00,Creston Comm School District,126,5,27,61,4,5,8,0,5,11
2002-2003,25.00,11.00,1576.00,Dallas Center-Grimes Comm School District,114,19,35,34,2,3,12,0,2,7
2002-2003,29.00,16.00,1602.00,Danville  Community  School Distri,48,3,11,20,0,1,4,0,3,6
2002-2003,82.00,9.00,1611.00,Davenport Comm School District,1009,115,219,260,37,34,81,2,33,228
2002-2003,26.00,15.00,1619.00,Davis County Comm School District,82,4,16,45,1,3,8,1,4,0
2002-2003,96.00,1.00,1638.00,Decorah Comm School District,176,46,41,52,12,3,11,0,3,8
2002-2003,48.00,10.00,1647.00,Deep River-Millersburg Comm School District,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002-2003,23.00,9.00,1675.00,Delwood Comm School District,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002-2003,24.00,12.00,1701.00,Denison Comm School District,157,16,39,54,5,18,18,0,4,3
2002-2003,9.00,7.00,1719.00,Denver Comm School District,55,7,28,15,0,2,2,0,1,0
2002-2003,77.00,11.00,1737.00,Des Moines Independent Comm School District,1652,301,385,570,34,209,69,4,30,50
2002-2003,80.00,14.00,1782.00,Diagonal Comm School District,9,0,2,3,0,1,3,0,0,0
2002-2003,38.00,7.00,1791.00,Dike-New Hartford Comm School District,61,4,22,23,0,7,3,0,2,0
2002-2003,99.00,5.00,1854.00,Dows Comm School District,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002-2003,31.00,1.00,1863.00,Dubuque Comm School District,728,139,182,249,7,26,85,4,19,17
2002-2003,7.00,7.00,1908.00,Dunkerton Comm School District,26,1,12,8,0,1,4,0,0,0
2002-2003,43.00,13.00,1917.00,Boyer Valley Comm School District,59,9,10,24,0,2,6,2,4,2
2002-2003,16.00,9.00,1926.00,Durant Comm School District,35,5,8,11,0,3,0,0,2,6
2002-2003,99.00,5.00,1944.00,Eagle Grove Comm School District,71,6,10,40,0,4,9,0,2,0
2002-2003,61.00,11.00,1953.00,Earlham Comm School District,31,3,6,12,1,2,4,0,0,3
2002-2003,10.00,7.00,1963.00,East Buchanan Comm School District,37,3,9,15,0,3,5,0,2,0
2002-2003,49.00,9.00,1965.00,East Central Comm School District,45,6,9,19,2,0,5,0,4,0
2002-2003,37.00,5.00,1967.00,East Greene Comm School District,28,4,5,10,0,0,7,1,0,1
2002-2003,64.00,6.00,1968.00,East Marshall Comm School District,63,4,12,26,0,5,6,0,8,2
2002-2003,67.00,12.00,1969.00,East Monona Comm School District,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002-2003,88.00,14.00,1970.00,East Union Comm School District,42,11,5,18,0,0,8,0,0,0
2002-2003,3.00,1.00,1972.00,Eastern Allamakee Comm School District,47,5,10,21,0,1,10,0,0,0
2002-2003,97.00,12.00,1975.00,River Valley Comm School District,37,4,7,17,0,0,7,1,1,0
2002-2003,28.00,1.00,1989.00,Edgewood-Colesburg Comm School District,64,15,5,34,0,5,2,0,2,1
2002-2003,42.00,6.00,2007.00,Eldora-New Providence Comm School District,67,8,12,24,2,1,13,0,7,0
2002-2003,83.00,13.00,2016.00,Elk Horn-Kimballton Comm School District,19,4,10,2,1,2,0,0,0,0
2002-2003,74.00,3.00,2088.00,Emmetsburg ,79,10,27,26,0,3,5,0,0,8
2002-2003,48.00,10.00,2097.00,English Valleys Comm School District,55,7,10,23,0,3,8,0,4,0
2002-2003,73.00,13.00,2113.00,Essex Comm School District,20,4,6,4,1,0,3,0,0,2
2002-2003,32.00,3.00,2124.00,Estherville Lincoln Central Com Sch Dist,95,8,12,52,0,7,5,0,4,7
2002-2003,5.00,11.00,2151.00,Exira Comm School District,30,2,5,18,0,1,3,0,0,1
2002-2003,51.00,15.00,2169.00,Fairfield Comm School District,139,22,31,61,4,4,4,0,7,6
2002-2003,36.00,13.00,2205.00,Farragut Comm School District,21,5,5,6,0,2,0,0,1,2
2002-2003,95.00,2.00,2295.00,Forest City Comm School District,107,22,26,26,1,3,20,0,4,5
2002-2003,94.00,5.00,2313.00,Fort Dodge Comm School District,301,13,53,136,13,12,22,3,12,37
2002-2003,56.00,16.00,2322.00,Fort Madison Comm School District,187,14,25,100,4,1,22,0,9,12
2002-2003,89.00,15.00,2327.00,Fox Valley Comm School District,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002-2003,19.00,1.00,2349.00,Fredericksburg Comm School District,35,8,1,17,1,0,4,0,1,3
2002-2003,62.00,15.00,2367.00,Fremont Comm School District,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002-2003,36.00,13.00,2369.00,Fremont-Mills Comm School District,37,5,12,11,0,2,1,2,1,3
2002-2003,47.00,12.00,2376.00,Galva-Holstein Comm School District,52,13,16,17,0,3,1,0,0,2
2002-2003,22.00,1.00,2394.00,Garnavillo Comm School District,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002-2003,41.00,2.00,2403.00,Garner-Hayfield Comm School District,73,10,18,35,2,0,1,0,1,6
